id	plan	departamento	area	curso	semestre	mencion	horarioID	examenID	nombre	siglas
21719025	1719	C119	535	3	1	NULL	21719025	21715032	Ampliación de Electrotecnia	AET
21719026	1719	C140	250	3	1	NULL	21719026	21715033	Electrónica Analógica	EA
21719026	1722	C140	250	4	1	NULL	21719026	21715033	Electrónica Analógica	EA
21719027	1719	C140	520	3	1	NULL	21719027	21715034	Electrónica Digital	ED
21719027	1722	C140	520	4	1	NULL	21719027	21715034	Electrónica Digital	ED
21719028	1719	C140	250	3	2	NULL	21719028	21715035	Electrónica de Potencia	EP
21719028	1722	C140	250	4	2	NULL	21719028	21715035	Electrónica de Potencia	EP
21719029	1719	C140	250	3	2	NULL	21719029	21715036	Instrumentación Electrónica	IEL
21719029	1722	C140	250	4	2	NULL	21719029	21715036	Instrumentación Electrónica	IEL
21719030	1719	C140	520	3	1	NULL	21719030	21715037	Regulación Automática	RA
21719031	1719	C140	520	3	2	NULL	21719031	21715038	Automatización Industrial	AI
21719031	1722	C140	520	4	2	NULL	21719031	21715038	Automatización Industrial	AI
21719032	1719	C140	520	3	2	NULL	21719032	21715039	Informática Industrial	II
21719032	1722	C140	520	4	2	NULL	21719032	21715039	Informática Industrial	II
21719033	1719	C140	250	4	1	17191	21719033	21715054	Diseño Electrónico Configurable	DEC
21719033	1722	C140	250	4	1	17222	21719033	21715054	Diseño Electrónico Configurable	DEC
21719034	1719	C140	250	4	1	17191	21719034	21715055	Diseño y Desarrollo de Prototipos Electrónicos	DDPE
21719034	1722	C140	250	4	1	17222	21719034	21715055	Diseño y Desarrollo de Prototipos Electrónicos	DDPE
21719035	1719	C140	250	4	2	17191	21719035	21715056	Dispositivos Electrónicos Avanzados	DEA
21719035	1722	C140	250	4	2	17222	21719035	21715056	Dispositivos Electrónicos Avanzados	DEA
21719036	1719	C140	520	4	1	17192	21719036	21715057	Sistemas Automáticos en Edificios Inteligentes	SAEI
21719036	1722	C140	520	4	1	17222	21719036	21715057	Sistemas Automáticos en Edificios Inteligentes	SAEI
21719037	1719	C140	520	4	2	17192	21719037	21715058	Técnicas Avanzadas de Simulación y Control de Procesos Industriales	TSCP
21719037	1722	C140	520	4	2	17222	21719037	21715058	Técnicas Avanzadas de Simulación y Control de Procesos Industriales	TSCP
21719038	1719	C140	520	4	1	17192	21719038	21715059	Sistemas Automáticos Basados en Microcontroladores	SABM
21719038	1722	C140	520	4	1	17222	21719038	21715059	Sistemas Automáticos Basados en Microcontroladores	SABM
21719039	1719	C140	35	4	2	17199	21715069	21715069	Aplicaciones Micro-Robóticas	AMR
21719040	1719	C121	515	4	1	17199	21715070	21715070	Gestión de la Calidad Industrial	GCI
21719041	1719	C101	595	4	1	17199	21715071	21715071	Modelos Matemáticos y Estadísticos en Ingeniería	MMEI
21719042	1719	C121	305	4	1	17199	21715072	21715072	Topografía	TP
21719043	1719	C147	590	4	2	17199	21715073	21715073	Climatización y Ahorro Energético en Edificios	CAEE
21719044	1719	C121	720	4	1	17199	21715074	21715074	Instalaciones Industriales	IIND
21719045	1719	C121	545	4	2	17199	21715075	21715075	Mantenimiento Industrial	MIND
21719046	1719	C121	305	4	1	17199	21715076	21715076	Oficina Técnica, Legislación y Normalización en Ingeniería Industrial	OTLN
21719047	1719	NULL	NULL	4	2	NULL	21719047	NULL	Trabajo Fin de Grado	TFG
21719047	1722	NULL	NULL	5	2	NULL	21719047	NULL	Trabajo de Fin de Grado en Ingeniería Electrónica Industrial	TFGIEI
21720001	1720	C101	595	1	1	NULL	21720001	21715001	Álgebra y Geometría	ALG
21720002	1720	C101	595	1	1	NULL	21720002	21715002	Cálculo	CAL
21720003	1720	C146	265	1	2	NULL	21720003	21715003	Estadística	EST
21720004	1720	C101	595	2	1	NULL	21720004	21715004	Ampliación de Matemáticas	AM
21720005	1720	C142	385	1	1	NULL	21720005	21715005	Física I	FIS1
21720006	1720	C142	385	1	2	NULL	21720006	21715006	Física II	FIS2
21720007	1720	C129	765	1	2	NULL	21720007	21715007	Química	Q
21720008	1720	C137	570	1	1	NULL	21720008	21715008	Fundamentos de Informática	FI
21720009	1720	C139	650	1	2	NULL	21720009	21715009	Organización y Gestión de Empresas	OGE
21720010	1720	C121	305	1	1	NULL	21720010	21715010	Expresión Gráfica y Diseño Asistido	EG
21720011	1720	C147	590	2	1	NULL	21720011	21715011	Termotecnia	TER
21720012	1720	C121	600	2	2	NULL	21720012	21715012	Mecánica de Fluidos	MF
21720013	1720	C128	65	1	2	NULL	21720013	21715013	Ciencia e Ingeniería de los Materiales	CIM
21720014	1720	C119	535	2	2	NULL	21720014	21715014	Electrotecnia	ET
21720015	1720	C140	250	2	2	NULL	21720015	21715015	Electrónica	EL
21720016	1720	C140	520	2	2	NULL	21720016	21715016	Automática	AUT
21720017	1720	C121	545	2	1	NULL	21720017	21715017	Teoría de Mecanismos y Máquinas	TMM
21720018	1720	C121	605	2	1	NULL	21720018	21715018	Elasticidad y Resistencia de Materiales I	ERM1
21720019	1720	C121	515	2	2	NULL	21720019	21715019	Ingeniería de Fabricación	IF
21720020	1720	C121	720	4	1	NULL	21715020	21715020	Proyectos de Ingeniería	PING
21720020	1724	C121	720	4	1	NULL	21715020	21715020	Proyectos de Ingeniería	PING
21720021	1720	C121	305	3	1	NULL	21720021	21715021	Dibujo Industrial	DI
21720021	1723	C121	305	3	1	NULL	21720021	21715021	Dibujo Industrial	DI
21720022	1720	C149	790	2	1	NULL	21720022	21715022	Tecnología Ambiental	TA
21720022	1724	C149	790	4	1	NULL	21720022	21715022	Tecnología Ambiental	TA
21720023	1720	C139	650	3	2	NULL	21718023	21715023	Gestión de la Producción	GP
21720023	1723	C139	650	3	2	NULL	21718023	21715023	Gestión de la Producción	GP
21720023	1724	C139	650	4	2	NULL	21718023	21715023	Gestión de la Producción	GP
21720024	1720	C121	720	3	2	NULL	21720024	21715024	Prevención Industrial de Riesgos	PIR
21720024	1723	C121	720	3	2	NULL	21720024	21715024	Prevención Industrial de Riesgos	PIR
21720024	1724	C121	720	4	2	NULL	21720024	21715024	Prevención Industrial de Riesgos	PIR
21720025	1720	C121	305	3	2	NULL	21720025	21715040	Ingeniería Gráfica	IGF
21720025	1723	C121	305	3	2	NULL	21720025	21715040	Ingeniería Gráfica	IGF
21720026	1720	C121	545	3	2	NULL	21720026	21715041	Cálculo, Construcción y Ensayo de Máquinas	CCEM
21720026	1723	C121	545	3	2	NULL	21720026	21715041	Cálculo, Construcción y Ensayo de Máquinas	CCEM
21720026	1724	C121	545	4	2	NULL	21720026	21715041	Cálculo, Construcción y Ensayo de Máquinas	CCEM
21720027	1720	C147	590	3	1	NULL	21720027	21715042	Ingeniería Térmica	IT
21720027	1723	C147	590	3	1	NULL	21720027	21715042	Ingeniería Térmica	IT
21720027	1724	C147	590	4	1	NULL	21720027	21715042	Ingeniería Térmica	IT
21720028	1720	C121	605	3	1	NULL	21720028	21715043	Elasticidad y Resistencia de Materiales II	ERM2
21720028	1723	C121	605	3	1	NULL	21720028	21715043	Elasticidad y Resistencia de Materiales II	ERM2
21720028	1724	C121	605	4	1	NULL	21720028	21715043	Elasticidad y Resistencia de Materiales II	ERM2
21720029	1720	C121	605	3	2	NULL	21720029	21715044	Cálculo y Diseño de Estructuras	CDE
21720029	1723	C121	605	3	2	NULL	21720029	21715044	Cálculo y Diseño de Estructuras	CDE
21720029	1724	C121	605	4	2	NULL	21720029	21715044	Cálculo y Diseño de Estructuras	CDE
21720030	1720	C147	590	3	1	NULL	21720030	21715045	Ingeniería Fluidomecánica	IFM
21720030	1723	C147	590	3	1	NULL	21720030	21715045	Ingeniería Fluidomecánica	IFM
21720030	1724	C147	590	4	1	NULL	21720030	21715045	Ingeniería Fluidomecánica	IFM
21720031	1720	C128	65	3	1	NULL	21720031	21715046	Ingeniería y Tecnología de Materiales	ITM
21720031	1723	C128	65	3	1	NULL	21720031	21715046	Ingeniería y Tecnología de Materiales	ITM
21720032	1720	C121	515	3	2	NULL	21720032	21715047	Tecnologías de Fabricación	TF
21720032	1723	C121	515	3	2	NULL	21720032	21715047	Tecnologías de Fabricación	TF
21720032	1724	C121	515	4	2	NULL	21720032	21715047	Tecnologías de Fabricación	TF
21720033	1720	C121	545	4	1	17201	21720033	21715060	Aparatos de Elevación, Transporte y Manutención	AETM
21720033	1723	C121	545	5	1	17231	21720033	21715060	Aparatos de Elevación, Transporte y Manutención	AETM
21720033	1724	C121	545	5	1	17241	21720033	21715060	Aparatos de Elevación, Transporte y Manutención	AETM
21720034	1720	C121	545	4	1	17201	21720034	21715061	Mecánica de Robots	MR
21720034	1723	C121	545	5	1	17231	21720034	21715061	Mecánica de Robots	MR
21720034	1724	C121	545	5	1	17241	21720034	21715061	Mecánica de Robots	MR
21720035	1720	C121	545	4	2	17201	21720035	21715062	Mecanismos y Máquinas	MM
21720035	1723	C121	545	4	2	17231	21720035	21715062	Mecanismos y Máquinas	MM
21720036	1720	C121	515	4	2	17202	21720036	21715063	Fabricación Asistida	FA
21720036	1723	C121	515	4	2	17231	21720036	21715063	Fabricación Asistida	FA
21720037	1720	C121	515	4	1	17202	21720037	21715064	Ingeniería de Procesos de Conformado con Conservación de Materiales	IPCCM
21720037	1723	C121	515	5	1	17231	21720037	21715064	Ingeniería de Procesos de Conformado con Conservación de Materiales	IPCCM
21720037	1724	C121	515	5	1	17241	21720037	21715064	Ingeniería de Procesos de Conformado con Conservación de Materiales	IPCCM
21720038	1720	C121	515	4	1	17202	21720038	21715065	Ingeniería del Mecanizado	IM
21720038	1723	C121	515	5	1	17231	21720038	21715065	Ingeniería del Mecanizado	IM
21720038	1724	C121	515	5	1	17241	21720038	21715065	Ingeniería del Mecanizado	IM
21720039	1720	C121	605	4	2	17203	21720039	21715066	Estructuras Metálicas, de Hormigón y Cimentaciones	EMHC
21720039	1723	C121	605	4	2	17231	21720039	21715066	Estructuras Metálicas, de Hormigón y Cimentaciones	EMHC
21720040	1720	C121	605	4	1	17203	21720040	21715067	Mecánica Analítica	MA
21720040	1723	C121	605	5	1	17231	21720040	21715067	Mecánica Analítica	MA
21720040	1724	C121	605	5	1	17241	21720040	21715067	Mecánica Analítica	MA
21720041	1720	C121	605	4	1	17203	21720041	21715068	Métodos de Análisis de Estructuras	MAE
21720041	1723	C121	605	5	1	17231	21720041	21715068	Métodos de Análisis de Estructuras	MAE
21720041	1724	C121	605	5	1	17241	21720041	21715068	Métodos de Análisis de Estructuras	MAE
21720042	1720	C140	35	4	2	17209	21715069	21715069	Aplicaciones Micro-Robóticas	AMR
21720043	1720	C121	515	4	1	17209	21715070	21715070	Gestión de la Calidad Industrial	GCI
21720043	1724	C121	515	5	1	17249	21715070	21715070	Gestión de la Calidad Industrial	GCI
21720044	1720	C101	595	4	1	17209	21715071	21715071	Modelos Matemáticos y Estadísticos en Ingeniería	MMEI
21720044	1724	C101	595	5	1	17249	21715071	21715071	Modelos Matemáticos y Estadísticos en Ingeniería	MMEI
21720045	1720	C121	305	4	1	17209	21715072	21715072	Topografía	TP
21720045	1724	C121	305	5	1	17249	21715072	21715072	Topografía	TP
21720046	1720	C147	590	4	2	17209	21715073	21715073	Climatización y Ahorro Energético en Edificios	CAEE
21720047	1720	C121	720	4	1	17209	21715074	21715074	Instalaciones Industriales	IIND
21720047	1724	C121	720	5	1	17249	21715074	21715074	Instalaciones Industriales	IIND
21720048	1720	C121	545	4	2	17209	21715075	21715075	Mantenimiento Industrial	MIND
21720049	1720	C121	305	4	1	17209	21715076	21715076	Oficina Técnica, Legislación y Normalización en Ingeniería Industrial	OTLN
21720049	1724	C121	305	5	1	17249	21715076	21715076	Oficina Técnica, Legislación y Normalización en Ingeniería Industrial	OTLN
21720050	1720	NULL	NULL	4	2	NULL	21720050	NULL	Trabajo Fin de Grado	TFG
21720050	1723	NULL	NULL	5	2	NULL	21720050	NULL	Trabajo de Fin de Grado en Ingeniería Mecánica	TFGIM
21720050	1724	NULL	NULL	5	2	NULL	21720050	NULL	Trabajo de Fin de Grado en Ingeniería Mecánica	TFGIM
